% X;Y;w (m) @ lambda=1;w (m) @ lambda=2;w (m) @ lambda=3;w (m) @ lambda=4;w (m) @ lambda=5;w (m) @ lambda=6;w (m) @ lambda=7;w (m) @ lambda=8;w (m) @ lambda=9;w (m) @ lambda=10;w (m) @ lambda=11;w (m) @ lambda=12;w (m) @ lambda=13;w (m) @ lambda=14;w (m) @ lambda=15;w (m) @ lambda=16;w (m) @ lambda=17;w (m) @ lambda=18;w (m) @ lambda=19;w (m) @ lambda=20;w (m) @ lambda=21;w (m) @ lambda=22;w (m) @ lambda=23;w (m) @ lambda=24;w (m) @ lambda=25;w (m) @ lambda=26;w (m) @ lambda=27;w (m) @ lambda=28;w (m) @ lambda=29;w (m) @ lambda=30
8.7;9.3;-4.33493558693355E-7;1.2309525136294858E-7;1.2404975133718826E-6;1.2283093705657569E-6;1.134749393414396E-5;9.720756467000663E-6;-9.802735099678723E-6;2.4112529262318353E-6;7.6131380283546395E-6;9.590843043598023E-7;-7.245949079176101E-6;5.295635280574965E-6;2.094978960893288E-6;5.2386161532087375E-6;-4.141243697697067E-6;3.3744699403751435E-6;1.4523725555858215E-6;-4.270412750283114E-6;-4.645016415506547E-6;4.254713980030185E-8;-1.799984753139973E-7;-3.2098437488585806E-6;1.569526934169119E-6;-2.9924625948744478E-6;-2.9211262047251253E-8;5.099704394552702E-6;-2.5767974667485852E-6;4.976164574165853E-6;2.6658850751971854E-6;-1.237091808726563E-6
8.9;9.3;-4.466963477737283E-7;8.242282073137002E-8;1.3465829057991636E-6;9.603609791359117E-7;1.1629521779581039E-5;9.66032799507598E-6;-1.0242659584234247E-5;1.6193528949828321E-6;8.254084674142161E-6;3.8431341062804646E-7;-7.913017155540718E-6;5.005743865126946E-6;3.622754227181185E-6;6.151793420790884E-6;-2.8340704608485835E-6;4.395105370098752E-6;3.0269049828600157E-6;-4.454330175798788E-6;-3.2871768929277125E-6;1.1964350294422293E-6;1.1508923324454646E-6;-2.516304649628727E-6;2.773790764478078E-6;-2.1213196745372047E-6;-1.2190099914220533E-6;3.796925599318991E-6;-1.67308295418539E-6;3.726144971071738E-6;1.5837571445565984E-6;-1.3483178347979512E-6
9.1;9.3;-4.598991361482676E-7;4.1750391819569177E-8;1.4526682737519142E-6;6.924126113957054E-7;1.1911549587606491E-5;9.599899424003753E-6;-1.067441146776819E-5;8.147038533750516E-7;8.898458054472213E-6;-2.0122514778890032E-7;-8.565280153419467E-6;4.677988542668187E-6;5.2139203488706456E-6;7.029579227881635E-6;-1.4474274024088132E-6;5.431060841000362E-6;4.608037476095162E-6;-4.556397591861204E-6;-1.7252782514438243E-6;2.476924545561882E-6;2.5958084209930536E-6;-1.692606627827961E-6;3.9304996221121374E-6;-1.1124391620419848E-6;-2.4663930353130922E-6;2.0306108682497796E-6;-4.988565652226542E-7;2.0417217844291286E-6;2.3307217054398353E-7;-1.4040885665550785E-6
9.3;9.3;-4.731019243402625E-7;1.0779645328632174E-9;1.558753622550938E-6;4.2446426502221226E-7;1.2193577377164129E-5;9.539470786019023E-6;-1.109927659442763E-5;-7.45095131651947E-12;9.544313226282307E-6;-7.946465219171969E-7;-9.203480975121308E-6;4.316914556429904E-6;6.84965425906293E-6;7.872772359522994E-6;1.0270595695079114E-10;6.470852428007146E-6;6.178081421990057E-6;-4.585855051530965E-6;1.098942241798674E-10;3.8448676872069424E-6;4.115031514068593E-6;-7.627423864910805E-7;5.025652991842568E-6;1.0011991998042303E-10;-3.73540423903968E-6;-1.1739558169430482E-7;8.756499006862658E-7;-1.0443015360505439E-10;-1.3118921214119142E-6;-1.4087340711243114E-6
9.5;9.3;-4.863047127176589E-7;-3.959446125801377E-8;1.6648389575285495E-6;1.5651593674645933E-7;1.2475605162379118E-5;9.479042109111152E-6;-1.1518850785695858E-5;-8.223496864829289E-7;1.0190255062186455E-5;-1.3935994428450663E-6;-9.829640956639567E-6;3.9275318419558266E-6;8.513623169977416E-6;8.685682879314482E-6;1.4918683670441783E-6;7.506341496716072E-6;7.72737542548431E-6;-4.555247284361004E-6;1.8485435479353387E-6;5.2631681463216245E-6;5.6732070427935785E-6;2.488777835532553E-7;6.056179658818466E-6;1.1845691562133045E-6;-4.997916715836997E-6;-2.5539547148388873E-6;2.373590504720542E-6;-2.3128677375856603E-6;-2.9732052817323122E-6;-1.3691325119942897E-6
9.7;9.3;-4.995075014235305E-7;-8.026688564078897E-8;1.770924283957908E-6;-1.1143237732110766E-7;1.2757632951669486E-5;9.418613416472277E-6;-1.1935086516162161E-5;-1.650173594226233E-6;1.0835519442950798E-5;-1.9963376786627185E-6;-1.0447273891968721E-5;3.515276487173645E-6;1.0192980782374154E-5;9.476821903724506E-6;3.0139585403549913E-6;8.533825124861934E-6;9.256705522452718E-6;-4.480790954277693E-6;3.7830895913605267E-6;6.700263741668445E-6;7.243435365299271E-6;1.3195454807680802E-6;7.033057625222636E-6;2.4150600798075727E-6;-6.238549820123568E-6;-5.187424231555114E-6;3.920733241581934E-6;-4.813000779374955E-6;-4.6801230425967515E-6;-1.2950146977736343E-6
9.9;9.3;-5.127102900835309E-7;-1.209393086692644E-7;1.8770096070958714E-6;-3.7938068134404057E-7;1.3039660746999807E-5;9.358184725678836E-6;-1.2350275974937837E-5;-2.481653440844718E-6;1.1480044968577307E-5;-2.6017877711204227E-6;-1.1061451903792352E-5;3.0859080625176953E-6;1.1879417025832704E-5;1.0259216720679886E-5;4.5560967300726814E-6;9.55498735414604E-6;1.0779253203468827E-5;-4.382273876472968E-6;5.774172090883546E-6;8.133899523159887E-6;8.811452749071998E-6;2.4307315291728847E-6;7.983708983763816E-6;3.6753538458116115E-6;-7.459328801262608E-6;-7.942863298505975E-6;5.455808982644568E-6;-7.434545521252938E-6;-6.380955313011165E-6;-1.1988083210103953E-6
0.1;9.5;1.2266037165126398E-7;1.897156437907448E-6;-3.3623687658004557E-6;1.3042216651925161E-5;-5.171353582211635E-7;1.2281214965588356E-5;1.2795641090762042E-5;-1.6575617382176082E-6;1.2137455714750173E-5;-1.2042128292336994E-5;-6.130126768291239E-8;9.618214774409605E-6;-9.0159281221152E-6;1.1278083727026502E-5;-3.0605570712800242E-6;-1.0720486615199291E-5;-9.301554068373306E-6;-9.241327540872338E-6;3.911002635423598E-6;9.613070910543617E-6;4.448704800570094E-6;9.125038374157188E-6;-9.680982500776724E-6;2.501759875237351E-6;-9.224058681176765E-6;8.83766651875167E-6;-3.7722275905979976E-6;5.111948796357004E-6;8.298853997877592E-6;8.242833879541828E-6
0.3;9.5;1.0945694677530457E-7;1.8564839202830054E-6;-3.2562838159523893E-6;1.2774271348283515E-5;-2.3510494427433798E-7;1.2220798446552701E-5;1.2372772560266422E-5;-8.272482623753084E-7;1.148916697282016E-5;-1.1311396989354634E-5;4.2743671908336226E-7;9.261350888244438E-6;-7.304342967548216E-6;1.0433452565956842E-5;-1.52158909014344E-6;-9.658210174003238E-6;-7.729228128077294E-6;-8.779487132992385E-6;1.93070430229157E-6;8.155527258793376E-6;2.8416543549029164E-6;7.989634226207438E-6;-8.526260725677435E-6;1.2368241793239836E-6;-7.845561327661722E-6;6.62501572531361E-6;-1.5347494721314434E-6;2.5004826141514883E-6;6.508387672113927E-6;7.126927800837936E-6
0.5;9.5;9.625352142467228E-8;1.8158114037971698E-6;-3.1501988673617133E-6;1.2506326053830516E-5;4.6925480238377636E-8;1.2160381935745709E-5;1.1947971587384268E-5;5.0975818507926705E-12;1.08400971937552E-5;-1.0575644374160866E-5;9.131307054733887E-7;8.893987493405763E-6;-5.604638460170513E-6;9.574335526163944E-6;-2.7056910704938176E-10;-8.587710548071654E-6;-6.149593908349044E-6;-8.283877392627372E-6;9.621722622557587E-11;6.698740729695552E-6;1.2674832986290557E-6;6.837813007197013E-6;-7.328982312546789E-6;8.270486066252712E-10;-6.439106794765337E-6;4.4448773331097435E-6;5.954235310450701E-7;2.4259070727096194E-10;4.717429219423224E-6;5.955353171520415E-6
0.7000000000000001;9.5;8.305009478202633E-8;1.7751388888770401E-6;-3.044113919892609E-6;1.223838077268376E-5;3.289559221701948E-7;1.2099965434939852E-5;1.1518784942642303E-5;8.223503348789715E-7;1.0190191299647143E-5;-9.829561390342496E-6;1.3936001932529813E-6;8.513600757942084E-6;-3.926903576842503E-6;8.686203984626095E-6;1.4915581432958793E-6;-7.506036375873387E-6;-4.555648014048096E-6;-7.727253314591218E-6;-1.8483731561323103E-6;5.263088804176141E-6;-2.488761936117848E-7;5.673019204080714E-6;-6.05666404604336E-6;-1.1837764047917704E-6;-4.998089809154388E-6;2.373182767122635E-6;2.553837991424916E-6;-2.3125852938919994E-6;2.9725868720646065E-6;4.699247376505449E-6
0.8999999999999999;9.5;6.984666609391827E-8;1.7344663752702524E-6;-2.9380289721632967E-6;1.197043550276448E-5;6.109863884746844E-7;1.2039548937160106E-5;1.1083201290817175E-5;1.6376009708636262E-6;9.540159868364305E-6;-9.069820679911667E-6;1.8662955302685623E-6;8.120261002357695E-6;-2.285372720324286E-6;7.760127141053757E-6;2.9385007270961972E-6;-6.416468916951246E-6;-2.9529074621472477E-6;-7.091966615987133E-6;-3.575292622167157E-6;3.8792751274045425E-6;-1.6740824075472314E-6;4.511013288351715E-6;-4.698592467666489E-6;-2.285470393289825E-6;-3.5378043893025495E-6;5.042029743692157E-7;4.265201002297285E-6;-4.346115592807367E-6;1.3433708404722008E-6;3.3600687643577473E-6
1.1;9.5;5.6643234877607245E-8;1.6937938622984825E-6;-2.8319440216286774E-6;1.1702490236630818E-5;8.930168858777313E-7;1.1979132427685977E-5;1.0639602800915965E-5;2.443283469047358E-6;8.891384540953696E-6;-8.294820880672056E-6;2.32834977551878E-6;7.716202338423601E-6;-6.973377175141249E-7;6.791933384142205E-6;4.322567823125206E-6;-5.327231214897177E-6;-1.3566651180420172E-6;-6.368492515724729E-6;-5.138233451860993E-6;2.584320896954139E-6;-2.97041633908061E-6;3.376175062904466E-6;-3.2613211685003243E-6;-3.2677582868288433E-6;-2.0890032256845983E-6;-1.0638326361247272E-6;5.65536889334079E-6;-6.007677417599301E-6;-9.11015136174241E-8;1.961471913566351E-6
1.3;9.5;4.3439801219539495E-8;1.6531213492954016E-6;-2.7258590647296627E-6;1.1434544962377167E-5;1.1750474205890835E-6;1.1918715885215616E-5;1.0186717763936525E-5;3.2366666702887072E-6;8.245819068396576E-6;-7.504437465863435E-6;2.7766025549618825E-6;7.305302760254072E-6;8.178179218316427E-7;5.781419887351883E-6;5.6239161146408095E-6;-4.250217893900904E-6;2.1039763822679285E-7;-5.553950087939951E-6;-6.494952976738499E-6;1.4176382579420535E-6;-4.09916266291304E-6;2.2978407947669094E-6;-1.7646384774991372E-6;-4.092395368615834E-6;-6.918779356669833E-7;-2.2419482287332986E-6;6.6605247716165385E-6;-7.215522384062744E-6;-1.2544511182032908E-6;5.418877442505592E-7
1.5;9.5;3.0236365345338225E-8;1.6124488353914057E-6;-2.619774097248024E-6;1.1166599664489532E-5;1.4570779980323834E-6;1.185829928304873E-5;9.723581691490369E-6;4.014798633117387E-6;7.6058990587491245E-6;-6.699808258874622E-6;3.2076485151115372E-6;6.892664361485473E-6;2.239588903777205E-6;4.731699447117273E-6;6.821718620780394E-6;-3.1998657329316463E-6;1.720478394960128E-6;-4.651068667301708E-6;-7.60661368880002E-6;4.1753077030307675E-7;-5.023933374461105E-6;1.3071408317331264E-6;-2.382507995869596E-7;-4.722824885662729E-6;6.09113686605682E-7;-2.9614928278732137E-6;7.235357495760954E-6;-7.90931591007383E-6;-2.083286935290334E-6;-8.513988753112783E-7
1.7000000000000002;9.5;1.70329276583293E-8;1.571776319597775E-6;-2.513689114445029E-6;1.0898654324905434E-5;1.739108622576799E-6;1.1797882590500539E-5;9.24949393829631E-6;4.774550465448639E-6;6.974461862848028E-6;-5.883125236689748E-6;3.6178900173643946E-6;6.484279588904308E-6;3.5472801942529963E-6;3.6485867628309187E-6;7.895034458853768E-6;-2.192128312499359E-6;3.142768036392911E-6;-3.6672640473062225E-6;-8.440757963040846E-6;-3.818009133340756E-7;-5.7136610704046535E-6;4.342574005957661E-7;1.2812515661757915E-6;-5.127247008406047E-6;1.7698061070128482E-6;-3.182515545327971E-6;7.359440367264468E-6;-8.058315691872696E-6;-2.5351369426935616E-6;-2.167502174191147E-6
1.9;9.5;3.829489041372662E-9;1.5311038009982606E-6;-2.407604111050793E-6;1.0630708924365109E-5;2.0211392973553415E-6;1.1737465774717804E-5;8.763997385775116E-6;5.5126649336507385E-6;6.354653935257795E-6;-5.0574633822062845E-6;4.003611895703668E-6;6.0866411766891746E-6;4.72096116481114E-6;2.5400954465299464E-6;8.823725514439579E-6;-1.2434588900114159E-6;4.445491161429669E-6;-2.613895496605105E-6;-8.973802389414947E-6;-9.531008891930031E-7;-6.145186572599637E-6;-2.9417662175926824E-7;2.75319721760074E-6;-5.281437163220381E-6;2.7504474957414795E-6;-2.899667817936726E-6;7.040723728388252E-6;-7.666293502985129E-6;-2.5942939030097514E-6;-3.3565756055742575E-6
2.1;9.5;-9.373949006376003E-9;1.4904312792431914E-6;-2.3015190816667644E-6;1.0362763443856498E-5;2.3031700241376174E-6;1.1677048802589967E-5;8.266845117003543E-6;6.225798028026683E-6;5.74986554638899E-6;-4.226620672088516E-6;4.361033838422485E-6;5.706497876595556E-6;5.742222414736562E-6;1.4159907207544813E-6;9.58918771759601E-6;-3.700243036156912E-7;5.597517386740177E-6;-1.5056027959663446E-6;-9.192883862387637E-6;-1.2778915537599847E-6;-6.305079929202702E-6;-8.568758748565626E-7;4.13510927157972E-6;-5.170660758827407E-6;3.518667442794478E-6;-2.1440051618065504E-6;6.316603836624155E-6;-6.773173455036403E-6;-2.2740990707593606E-6;-4.373255913150853E-6
2.3000000000000003;9.5;-2.257738471007592E-8;1.449758754514831E-6;-2.1954340212840646E-6;1.0094817865806887E-5;2.5852008032526194E-6;1.1616631642408754E-5;7.757983372149859E-6;6.910558244870764E-6;5.1636567884780465E-6;-3.394983028220993E-6;4.6863742181536035E-6;5.350547923753961E-6;6.5949195028343986E-6;2.8740661823468167E-7;1.017507758860437E-5;4.130811042705982E-7;6.569917903099462E-6;-3.5971041449204854E-7;-9.097129131637076E-6;-1.3481020820091511E-6;-6.190976762378976E-6;-1.2395537073164818E-6;5.38489657557234E-6;-4.791246515441914E-6;4.052025268052628E-6;-9.823619359481306E-7;5.252227621879163E-6;-5.453522178531766E-6;-1.6171856900457785E-6;-5.179616908877558E-6
2.5;9.5;-3.578081624187347E-8;1.4090862271796348E-6;-2.0893489254381354E-6;9.826872174760059E-6;2.867231633535901E-6;1.1556214264892757E-5;7.237533162349993E-6;7.5635579095582705E-6;4.599680117192389E-6;-2.567379845890013E-6;4.975931261234717E-6;5.025181722501984E-6;7.265844852804319E-6;-8.335684019188416E-7;1.0568020327461492E-5;1.092535389239665E-6;7.337465174337833E-6;8.044528820203021E-7;-8.698218450660934E-6;-1.1668530531522212E-6;-5.8121938240220725E-6;-1.4359667342470521E-6;6.463143307909016E-6;-4.151464838115521E-6;4.339745952973048E-6;4.873389954361254E-7;3.936135248924851E-6;-3.8116199390278526E-6;-6.923311571911874E-7;-5.747673726185923E-6
2.7;9.5;-4.898424160604392E-8;1.3684136979995814E-6;-1.9832637903217915E-6;9.558926358022045E-6;3.1492625123144843E-6;1.14957966440819E-5;6.705769836773363E-6;8.181449799532104E-6;4.061624824735316E-6;-1.7489708212408052E-6;5.226129085664839E-6;4.73629263035584E-6;7.7452165615763E-6;-1.9341878421586944E-6;1.0758070579882494E-5;1.6573042166581497E-6;7.879593661636194E-6;1.9660930005572745E-6;-8.020305878879928E-6;-7.485882394044928E-7;-5.189634853424161E-6;-1.4484062147180653E-6;7.334604256468122E-6;-3.2715366813427785E-6;4.383425510028869E-6;2.142896526965706E-6;2.4743249927590302E-6;-1.974391114448702E-6;4.1065711991816744E-7;-6.060432133571077E-6
2.9;9.5;-6.21876581241842E-8;1.3277411690235274E-6;-1.8771786128219637E-6;9.290980405778294E-6;3.4312934354162164E-6;1.1435378757534798E-5;6.163112291256346E-6;8.760973594576638E-6;3.55314921786361E-6;-9.451299318879899E-7;5.4335962672956925E-6;4.489078181337517E-6;8.027122964120754E-6;-3.0013891841278803E-6;1.0739213521588296E-5;2.099117912983735E-6;8.181454484527056E-6;3.103602135739266E-6;-7.099241448452889E-6;-1.1857603295594182E-7;-4.355074565331581E-6;-1.2877295332809234E-6;7.970026643190544E-6;-2.1831521129050132E-6;4.197120231358568E-6;3.847343443386296E-6;9.82376531875907E-7;-8.19521833435846E-8;1.5883119892819835E-6;-6.112864798805646E-6
3.1;9.5;-7.539106289231824E-8;1.287068642747651E-6;-1.771093390588254E-6;9.023034310954477E-6;3.713324397109088E-6;1.1374960586118706E-5;5.610106742689349E-6;9.298987831755591E-6;3.077824006004183E-6;-1.613414058417174E-7;5.595209482835204E-6;4.287859653625276E-6;8.109793231309322E-6;-4.022062920281224E-6;1.0509609179980037E-5;2.4128182608406283E-6;8.234494836046253E-6;4.195125936709311E-6;-5.981148650165418E-6;6.880705292915909E-7;-3.349796067618135E-6;-9.72986399132883E-7;8.347225168104475E-6;-9.282605879260026E-7;3.8065768772555697E-6;5.4590837776554975E-6;-4.231278982253003E-7;1.7228126378773642E-6;2.731562696662409E-6;-5.911537954814398E-6
3.3000000000000003;9.5;-8.859445302908437E-8;1.2463961217548337E-6;-1.6650081220892927E-6;8.755088068887496E-6;3.995355390046108E-6;1.1314542113447337E-5;5.047408928703435E-6;9.792509772940945E-6;2.6390828918592427E-6;5.969082703695644E-7;5.708150520845373E-6;4.135987421500151E-6;7.995789695421535E-6;-4.983372268318955E-6;1.0071821503004618E-5;2.596601011495783E-6;8.037014693416447E-6;5.219274758848342E-6;-4.72065193053908E-6;1.6280492861185405E-6;-2.2228203916748956E-6;-5.305390256000503E-7;8.452382756117502E-6;4.4269276406847787E-7;3.247951537278743E-6;6.843174774723471E-6;-1.6330682817466906E-6;3.304893696042464E-6;3.7347246714698867E-6;-5.474351196083464E-6
3.5;9.5;-1.0179782584435341E-7;1.2057236084900956E-6;-1.5589228066364963E-6;8.487141676845054E-6;4.277386405237897E-6;1.1254123325132413E-5;4.47577457123502E-6;1.023875451752787E-5;2.240160100555864E-6;1.324226027687474E-6;5.76996005347338E-6;4.035705687915069E-6;7.692029591619608E-6;-5.8729912014584E-6;9.432841800588197E-6;2.6521250099453006E-6;7.594275315663554E-6;6.155648886726258E-6;-3.378266482926125E-6;2.651980120009456E-6;-1.0284239347009257E-6;7.2898231081969886E-9;8.28047497554045E-6;1.8730753608950626E-6;2.5654785668166768E-6;7.882153931277117E-6;-2.554481057977302E-6;4.5479028678610814E-6;4.504381494726989E-6;-4.828713564895764E-6
3.7;9.5;-1.1500117894091432E-7;1.1650511049592146E-6;-1.4528374442600941E-6;8.219195133417322E-6;4.559417431976858E-6;1.1193704207735859E-5;3.896052346804161E-6;1.0635160791728951E-5;1.8840560609878894E-6;2.0153790282309325E-6;5.778582246713463E-6;3.988116306917127E-6;7.2097249477671854E-6;-6.679319665721096E-6;8.60407519197945E-6;2.58450998729793E-6;6.918546613826818E-6;6.985400926142451E-6;-2.017941906559484E-6;3.7067092865438752E-6;1.762695170907314E-7;6.037400537429297E-7;7.835796866663918E-6;3.30252285608956E-6;1.8091472518088063E-6;8.485209231246865E-6;-3.117105014875772E-6;5.3625440016176934E-6;4.966834068886397E-6;-4.0101760222135275E-6
3.9000000000000004;9.5;-1.2820451019235483E-7;1.1243786127419508E-6;-1.346752035598935E-6;7.951248438062968E-6;4.841448457822665E-6;1.1133284748005135E-5;3.3091677423117667E-6;1.0979420518639507E-5;1.573489505210074E-6;2.6653864419168363E-6;5.732397566993844E-6;3.993118063780252E-6;6.564178184978477E-6;-7.391710355983492E-6;7.601121444821718E-6;2.4022510553673547E-6;6.028812752661809E-6;7.69175898193519E-6;-7.040962160534163E-7;4.737872890999751E-6;1.3341168989906162E-6;1.2194063251584933E-6;7.131860974990331E-6;4.669742002195189E-6;1.0317861898099985E-6;8.595479948968292E-6;-3.278834302523718E-6;5.693647286307036E-6;5.07415010404155E-6;-3.060146770632981E-6
4.1;9.5;-1.4140781767222593E-7;1.0837061329796634E-6;-1.2406665817389548E-6;7.683301590764387E-6;5.123479468664572E-6;1.107286493230957E-5;2.7161132673572705E-6;1.1269506371724636E-5;1.3108621163945478E-6;3.2695893776009312E-6;5.630258185650763E-6;4.049420060363748E-6;5.7744779758593435E-6;-8.000667933658842E-6;6.443492264017632E-6;2.1170029298742796E-6;4.950306398511539E-6;8.260525214096608E-6;5.012718491472181E-7;5.692609343329298E-6;2.390735175060444E-6;1.814219771647233E-6;6.191097524657411E-6;5.915453381387309E-6;2.860523948207358E-7;8.194903669548557E-6;-3.0287105170272984E-6;5.524376369118648E-6;4.808190703343496E-6;-2.0236801625907534E-6
4.3;9.5;-1.5461109965030928E-7;1.0430336663195685E-6;-1.1345810841521378E-6;7.4153545919809915E-6;5.405510448940995E-6;1.1012444746609295E-5;2.117936306456919E-6;1.1503694759652905E-5;1.0982271070698026E-6;3.823716605936273E-6;5.471510256737139E-6;4.154579908285002E-6;4.8630728044463695E-6;-8.498014615769413E-6;5.154189618870305E-6;1.7432661461154774E-6;3.713812384932677E-6;8.680473321876076E-6;1.5414005893381105E-6;6.5221786777504835E-6;3.2971679260534667E-6;2.3494372077276075E-6;5.044146973248631E-6;6.9851969073630895E-6;-3.7856371659188614E-7;7.3058293516345326E-6;-2.387466863135292E-6;4.877399446144303E-6;4.182018455734065E-6;-9.471607167788182E-7
4.5;9.5;-1.6781435469095417E-7;1.0023612126518597E-6;-1.028495544762316E-6;7.147407442991725E-6;5.687541382083023E-6;1.095202417712231E-5;1.5157280907810918E-6;1.1680583076182387E-5;9.372579661296553E-7;4.323946402892153E-6;5.2560126598258694E-6;4.305030790377146E-6;3.855280063661555E-6;-8.877043661890157E-6;3.759211744359563E-6;1.298016374935078E-6;2.354816397741299E-6;8.943661961344205E-6;2.367427536310675E-6;7.1843083340128435E-6;4.012321711856498E-6;2.789542754138671E-6;3.7288145307823473E-6;7.83190502349341E-6;-9.186156293037205E-7;5.9894354196045795E-6;-1.4059172809754276E-6;3.8131774135038697E-6;3.238800148248389E-6;1.2404610292265054E-7
4.699999999999999;9.5;-1.8101758149466764E-7;9.616887718434634E-7;-9.224099659129121E-7;6.879460146319291E-6;5.969572251107812E-6;1.0891603211215757E-5;9.10616848119815E-7;1.179910614575079E-5;8.292282243045604E-7;4.766948211999934E-6;4.984152322849991E-6;4.4961845288597884E-6;2.77868989734849E-6;-9.13262421952057E-6;2.286979878068851E-6;8.002130261563047E-7;9.124949494934498E-7;9.045649438320491E-6;2.9406158659997366E-6;7.6453274724403E-6;4.504983061394943E-6;3.1040471536458416E-6;2.288811021139739E-6;8.418154156731234E-6;-1.2991711680681008E-6;4.341099052718786E-6;-1.6064019135533357E-7;2.4250197724748295E-6;2.0481614315300335E-6;1.1475366387160056E-6
4.9;9.5;-1.9422077887259928E-7;9.210163443150254E-7;-8.163243504712919E-7;6.611512706173882E-6;6.251603039187521E-6;1.0831181838367103E-5;3.037518463071304E-7;1.1858547773300622E-5;7.749972881886634E-7;5.149929183876316E-6;4.656836200390078E-6;4.722556830891113E-6;1.6625106759176732E-6;-9.261282314698628E-6;7.676545908442899E-7;2.7027418544830186E-7;-5.714531064324125E-7;8.98561181848405E-6;3.234087184238933E-6;7.881835269626678E-6;4.755350618269467E-6;3.2689641295542943E-6;7.72164179653191E-7;8.717959269806722E-6;-1.4957618011328935E-6;2.4830138590386067E-6;1.2523000808928394E-6;8.31675646251533E-7;7.002865938988398E-7;2.085669883319715E-6
5.1;9.5;-2.0742394604567054E-7;8.803439294190507E-7;-7.102387020445397E-7;6.343565128904805E-6;6.5336337302896825E-6;1.0770760051108099E-5;-3.036996319339744E-7;1.1858547803348004E-5;7.749977635365253E-7;5.47065948648587E-6;4.275500524605454E-6;4.977882649484511E-6;5.369039181992026E-7;-9.261269734466237E-6;-7.675021460342865E-7;-2.704867573745471E-7;-2.0539536416848334E-6;8.766380004452898E-6;3.2340803259114284E-6;7.881828373660991E-6;4.756006672985447E-6;3.2680068445474363E-6;-7.703778360975308E-7;8.718015187378631E-6;-1.4957881361074623E-6;5.547243628612588E-7;2.7248540544814835E-6;-8.319718310273097E-7;-7.015239086761307E-7;2.90685668024481E-6
5.300000000000001;9.5;-2.2062708241700947E-7;8.396715255516396E-7;-6.041530247092228E-7;6.075617422823636E-6;6.815664309275143E-6;1.0710337844790634E-5;-9.105625181943499E-7;1.179910613639787E-5;8.292316481358834E-7;5.72749361957507E-6;3.842096774674895E-6;5.255274689380028E-6;-5.677234649962636E-7;-9.132579388414587E-6;-2.28684310371388E-6;-8.004540688916772E-7;-3.4917943958767984E-6;8.394339995521125E-6;2.9405501890363003E-6;7.645305531732095E-6;4.5122727714105505E-6;3.093377107230267E-6;-2.287114596822538E-6;8.418307800929648E-6;-1.2992050651571899E-6;-1.297691794465928E-6;4.1455520266447725E-6;-2.4254890406798777E-6;-2.0494312690566467E-6;3.5864636714652645E-6
5.5;9.5;-2.3383018744793676E-7;7.989991307138427E-7;-4.980673228546931E-7;5.807669597436242E-6;7.097694761379984E-6;1.0649915216262755E-5;-1.5156697773920063E-6;1.1680583778645763E-5;9.372641411601225E-7;5.9194017875540835E-6;3.3590692531065346E-6;5.547346462727618E-6;-1.6213833203043183E-6;-8.876968333594513E-6;-3.7590403555230673E-6;-1.2982462310524921E-6;-4.842810481240709E-6;7.879274735365929E-6;2.3673228422551698E-6;7.184302126563777E-6;4.042093190752032E-6;2.746151547816766E-6;-3.7271572968432172E-6;7.832177010868017E-6;-9.186756866372785E-7;-2.9328849114562546E-6;5.407880277733099E-6;-3.8135447875465894E-6;-3.2398763388597355E-6;4.107425809889658E-6
5.699999999999999;9.5;-2.470332607966741E-7;7.583267424360824E-7;-3.919816012135473E-7;5.53972166270851E-6;7.3797250721021515E-6;1.058949216287496E-5;-2.1178757508479147E-6;1.1503695474218625E-5;1.09823598086907E-6;6.045973350382254E-6;2.829319119094224E-6;5.846454075814746E-6;-2.595432940491913E-6;-8.497914143467177E-6;-5.154013497031436E-6;-1.7435030537205397E-6;-6.067460287520167E-6;7.234020317415201E-6;1.5412476110446172E-6;6.522162716766467E-6;3.3748913533961513E-6;2.2362225602814737E-6;-5.042654427255309E-6;6.985557775434747E-6;-3.78620382525714E-7;-4.2264077311241785E-6;6.419475621683382E-6;-4.877785797632703E-6;-4.182924561181068E-6;4.460431636261406E-6
5.8999999999999995;9.5;-2.602363023433037E-7;7.176543579341012E-7;-2.85895864863615E-7;5.27177362867199E-6;7.661755227087328E-6;1.052906868191297E-5;-2.716050371877277E-6;1.1269505400531948E-5;1.31087403082944E-6;6.107391484544703E-6;2.2561940210022903E-6;6.144826198686469E-6;-3.4629845971332184E-6;-8.000527975886697E-6;-6.443309591041758E-6;-2.1172494322240614E-6;-7.1294583883319085E-6;6.474133187876734E-6;5.010606227075288E-7;5.692545364822499E-6;2.550314655503227E-6;1.5817934128217182E-6;-6.189768495290376E-6;5.915801979651775E-6;2.8601410714952114E-7;-5.079139701306254E-6;7.108363236605344E-6;-5.524758955294517E-6;-4.808850139934056E-6;4.643299766894752E-6
